orig_index,id,path,label,status,reason,width,height
1104,001105.jpg,/data/meteorite-identification/train_images/001105.jpg,1,keep,,754,696
1105,001106.jpg,/data/meteorite-identification/train_images/001106.jpg,0,keep,,754,549
1106,001107.jpg,/data/meteorite-identification/train_images/001107.jpg,0,keep,,1920,1272
1107,001108.jpg,/data/meteorite-identification/train_images/001108.jpg,0,keep,,1728,1296
1108,001109.jpg,/data/meteorite-identification/train_images/001109.jpg,0,keep,,1920,1288
1109,001110.jpg,/data/meteorite-identification/train_images/001110.jpg,0,keep,,230,140
1110,001111.jpg,/data/meteorite-identification/train_images/001111.jpg,1,keep,,800,800
1111,001112.jpg,/data/meteorite-identification/train_images/001112.jpg,0,keep,,3024,3024
1112,001113.jpg,/data/meteorite-identification/train_images/001113.jpg,1,keep,,780,624
1113,001114.jpg,/data/meteorite-identification/train_images/001114.jpg,0,keep,,1920,1272
1114,001115.jpeg,/data/meteorite-identification/train_images/001115.jpeg,0,keep,,1300,1011
1115,001116.jpg,/data/meteorite-identification/train_images/001116.jpg,1,keep,,360,327
1116,001117.jpg,/data/meteorite-identification/train_images/001117.jpg,1,keep,,800,583
1117,001118.jpg,/data/meteorite-identification/train_images/001118.jpg,0,keep,,290,174
1118,001119.jpg,/data/meteorite-identification/train_images/001119.jpg,1,keep,,700,493
1119,001120.jpg,/data/meteorite-identification/train_images/001120.jpg,1,keep,,1080,1440
1120,001121.jpg,/data/meteorite-identification/train_images/001121.jpg,0,keep,,339,149
1121,001122.jpg,/data/meteorite-identification/train_images/001122.jpg,1,keep,,800,800
1122,001123.jpg,/data/meteorite-identification/train_images/001123.jpg,1,keep,,1080,1440
1123,001124.jpg,/data/meteorite-identification/train_images/001124.jpg,1,keep,,560,420
1124,001125.jpg,/data/meteorite-identification/train_images/001125.jpg,1,keep,,640,480
1125,001126.jpg,/data/meteorite-identification/train_images/001126.jpg,1,keep,,1080,1440
1126,001127.jpg,/data/meteorite-identification/train_images/001127.jpg,1,keep,,1080,1440
1127,001128.jpg,/data/meteorite-identification/train_images/001128.jpg,0,keep,,1024,680
1128,001129.jpg,/data/meteorite-identification/train_images/001129.jpg,0,keep,,700,423
1129,001130.jpg,/data/meteorite-identification/train_images/001130.jpg,0,keep,,1024,680
1130,001131.jpg,/data/meteorite-identification/train_images/001131.jpg,0,keep,,201,225
1131,001132.jpg,/data/meteorite-identification/train_images/001132.jpg,1,keep,,1080,1440
1132,001133.jpg,/data/meteorite-identification/train_images/001133.jpg,0,keep,,1920,1272
1133,001134.jpg,/data/meteorite-identification/train_images/001134.jpg,1,keep,,1080,1440
1134,001135.jpg,/data/meteorite-identification/train_images/001135.jpg,1,keep,,650,533
1135,001136.jpg,/data/meteorite-identification/train_images/001136.jpg,1,keep,,2400,1800
1136,001137.jpg,/data/meteorite-identification/train_images/001137.jpg,1,keep,,637,478
1137,001138.jpg,/data/meteorite-identification/train_images/001138.jpg,1,keep,,454,374
1138,001139.jpg,/data/meteorite-identification/train_images/001139.jpg,0,keep,,1920,1272
1139,001140.jpg,/data/meteorite-identification/train_images/001140.jpg,1,keep,,600,450
1140,001141.jpg,/data/meteorite-identification/train_images/001141.jpg,1,keep,,210,158
1141,001142.jpg,/data/meteorite-identification/train_images/001142.jpg,0,keep,,987,1000
1142,001143.jpg,/data/meteorite-identification/train_images/001143.jpg,1,keep,,3264,2448
1143,001144.jpg,/data/meteorite-identification/train_images/001144.jpg,1,drop,too_large(>4096),4896,3672
1144,001145.jpg,/data/meteorite-identification/train_images/001145.jpg,1,keep,,640,427
1145,001146.jpg,/data/meteorite-identification/train_images/001146.jpg,1,keep,,800,800
1146,001147.jpg,/data/meteorite-identification/train_images/001147.jpg,1,keep,,1080,1440
1147,001148.jpg,/data/meteorite-identification/train_images/001148.jpg,1,keep,,1080,1440
1148,001149.jpg,/data/meteorite-identification/train_images/001149.jpg,0,keep,,1920,1272
1149,001150.jpg,/data/meteorite-identification/train_images/001150.jpg,1,keep,,475,800
1150,001151.jpg,/data/meteorite-identification/train_images/001151.jpg,1,keep,,559,457
1151,001152.jpg,/data/meteorite-identification/train_images/001152.jpg,0,keep,,1920,1272
1152,001153.jpg,/data/meteorite-identification/train_images/001153.jpg,0,keep,,1920,1272
1153,001154.jpg,/data/meteorite-identification/train_images/001154.jpg,1,keep,,640,426
1154,001155.jpg,/data/meteorite-identification/train_images/001155.jpg,0,keep,,800,533
1155,001156.jpg,/data/meteorite-identification/train_images/001156.jpg,1,keep,,1440,1080
1156,001157.jpg,/data/meteorite-identification/train_images/001157.jpg,1,keep,,400,300
1157,001158.jpg,/data/meteorite-identification/train_images/001158.jpg,1,keep,,800,600
1158,001159.jpg,/data/meteorite-identification/train_images/001159.jpg,0,keep,,360,202
1159,001160.jpg,/data/meteorite-identification/train_images/001160.jpg,0,keep,,612,408
1160,001161.jpg,/data/meteorite-identification/train_images/001161.jpg,1,keep,,640,480
1161,001162.jpg,/data/meteorite-identification/train_images/001162.jpg,0,keep,,1920,1272
1162,001163.jpg,/data/meteorite-identification/train_images/001163.jpg,0,keep,,612,408
1163,001164.jpg,/data/meteorite-identification/train_images/001164.jpg,0,keep,,474,423
1164,001165.jpg,/data/meteorite-identification/train_images/001165.jpg,0,keep,,1920,1272
1165,001166.jpg,/data/meteorite-identification/train_images/001166.jpg,1,keep,,307,210
1166,001167.jpg,/data/meteorite-identification/train_images/001167.jpg,1,keep,,1080,1440
1167,001168.jpg,/data/meteorite-identification/train_images/001168.jpg,1,keep,,1000,513
1168,001169.jpg,/data/meteorite-identification/train_images/001169.jpg,1,keep,,600,800
1169,001170.jpg,/data/meteorite-identification/train_images/001170.jpg,0,keep,,612,408
1170,001171.jpg,/data/meteorite-identification/train_images/001171.jpg,0,keep,,474,355
1171,001172.jpg,/data/meteorite-identification/train_images/001172.jpg,1,keep,,960,638
1172,001173.jpg,/data/meteorite-identification/train_images/001173.jpg,0,keep,,205,127
1173,001174.jpg,/data/meteorite-identification/train_images/001174.jpg,1,keep,,1200,856
1174,001175.jpg,/data/meteorite-identification/train_images/001175.jpg,0,keep,,1496,1120
1175,001176.jpg,/data/meteorite-identification/train_images/001176.jpg,1,keep,,1440,1080
1176,001177.jpeg,/data/meteorite-identification/train_images/001177.jpeg,0,keep,,1300,1263
1177,001178.jpg,/data/meteorite-identification/train_images/001178.jpg,1,keep,,600,388
1178,001179.jpg,/data/meteorite-identification/train_images/001179.jpg,0,keep,,1920,1272
1179,001180.jpg,/data/meteorite-identification/train_images/001180.jpg,1,keep,,800,800
1180,001181.jpg,/data/meteorite-identification/train_images/001181.jpg,0,keep,,2682,3319
1181,001182.jpg,/data/meteorite-identification/train_images/001182.jpg,0,keep,,1920,1272
1182,001183.jpg,/data/meteorite-identification/train_images/001183.jpg,0,keep,,1024,680
1183,001184.jpg,/data/meteorite-identification/train_images/001184.jpg,1,keep,,640,502
1184,001185.jpg,/data/meteorite-identification/train_images/001185.jpg,1,keep,,640,480
1185,001186.jpg,/data/meteorite-identification/train_images/001186.jpg,1,keep,,612,512
1186,001187.jpg,/data/meteorite-identification/train_images/001187.jpg,1,keep,,551,461
1187,001188.jpg,/data/meteorite-identification/train_images/001188.jpg,1,keep,,1080,1440
1188,001189.jpg,/data/meteorite-identification/train_images/001189.jpg,1,keep,,600,568
1189,001190.jpg,/data/meteorite-identification/train_images/001190.jpg,0,keep,,1920,1272
1190,001191.jpg,/data/meteorite-identification/train_images/001191.jpg,1,keep,,800,800
1191,001192.jpg,/data/meteorite-identification/train_images/001192.jpg,1,keep,,1080,1440
1192,001193.jpg,/data/meteorite-identification/train_images/001193.jpg,1,drop,too_large(>4096),4896,3672
1193,001194.jpg,/data/meteorite-identification/train_images/001194.jpg,1,keep,,800,600
1194,001195.jpg,/data/meteorite-identification/train_images/001195.jpg,1,keep,,700,525
1195,001196.jpg,/data/meteorite-identification/train_images/001196.jpg,0,keep,,1920,1272
1196,001197.jpg,/data/meteorite-identification/train_images/001197.jpg,1,keep,,500,374
1197,001198.jpg,/data/meteorite-identification/train_images/001198.jpg,0,keep,,700,323
1198,001199.jpg,/data/meteorite-identification/train_images/001199.jpg,0,keep,,1024,768
1199,001200.jpg,/data/meteorite-identification/train_images/001200.jpg,0,keep,,1024,768
1200,001201.jpg,/data/meteorite-identification/train_images/001201.jpg,1,keep,,400,300
1201,001202.jpg,/data/meteorite-identification/train_images/001202.jpg,1,keep,,1080,1440
1202,001203.jpg,/data/meteorite-identification/train_images/001203.jpg,0,keep,,1920,1272
1203,001204.jpg,/data/meteorite-identification/train_images/001204.jpg,1,keep,,960,1280
1204,001205.jpg,/data/meteorite-identification/train_images/001205.jpg,0,keep,,1920,1272
1205,001206.jpg,/data/meteorite-identification/train_images/001206.jpg,0,keep,,1920,1280
1206,001207.jpg,/data/meteorite-identification/train_images/001207.jpg,1,keep,,1080,1440
1207,001208.jpg,/data/meteorite-identification/train_images/001208.jpg,1,keep,,500,401
1208,001209.jpg,/data/meteorite-identification/train_images/001209.jpg,0,keep,,281,249
1209,001210.jpg,/data/meteorite-identification/train_images/001210.jpg,1,keep,,1080,1440
1210,001211.jpg,/data/meteorite-identification/train_images/001211.jpg,1,keep,,640,427
1211,001212.jpg,/data/meteorite-identification/train_images/001212.jpg,0,keep,,325,261
1212,001213.jpg,/data/meteorite-identification/train_images/001213.jpg,1,keep,,3264,2448
1213,001214.jpg,/data/meteorite-identification/train_images/001214.jpg,0,keep,,314,249
1214,001215.jpg,/data/meteorite-identification/train_images/001215.jpg,0,keep,,637,451
1215,001216.jpg,/data/meteorite-identification/train_images/001216.jpg,1,keep,,640,480
1216,001217.jpg,/data/meteorite-identification/train_images/001217.jpg,0,keep,,1124,773
1217,001218.jpg,/data/meteorite-identification/train_images/001218.jpg,1,keep,,800,800
1218,001219.jpg,/data/meteorite-identification/train_images/001219.jpg,0,keep,,1920,1280
1219,001220.jpg,/data/meteorite-identification/train_images/001220.jpg,1,keep,,1290,1097
1220,001221.jpg,/data/meteorite-identification/train_images/001221.jpg,0,keep,,630,530
1221,001222.jpg,/data/meteorite-identification/train_images/001222.jpg,1,keep,,656,631
1222,001223.jpg,/data/meteorite-identification/train_images/001223.jpg,0,keep,,456,402
1223,001224.jpg,/data/meteorite-identification/train_images/001224.jpg,0,keep,,1024,768
1224,001225.jpg,/data/meteorite-identification/train_images/001225.jpg,1,keep,,1080,1440
1225,001226.jpg,/data/meteorite-identification/train_images/001226.jpg,1,keep,,1080,1440
1226,001227.jpeg,/data/meteorite-identification/train_images/001227.jpeg,0,keep,,1023,743
1227,001228.jpg,/data/meteorite-identification/train_images/001228.jpg,1,keep,,800,800
1228,001229.jpg,/data/meteorite-identification/train_images/001229.jpg,0,keep,,1024,680
1229,001230.jpg,/data/meteorite-identification/train_images/001230.jpg,1,keep,,800,800
1230,001231.jpg,/data/meteorite-identification/train_images/001231.jpg,1,keep,,1080,1440
1231,001232.jpg,/data/meteorite-identification/train_images/001232.jpg,0,keep,,1920,1272
1232,001233.jpg,/data/meteorite-identification/train_images/001233.jpg,0,keep,,256,256
1233,001234.jpg,/data/meteorite-identification/train_images/001234.jpg,1,keep,,580,580
1234,001235.jpg,/data/meteorite-identification/train_images/001235.jpg,0,keep,,1920,1272
1235,001236.jpg,/data/meteorite-identification/train_images/001236.jpg,1,keep,,800,600
1236,001237.jpg,/data/meteorite-identification/train_images/001237.jpg,1,keep,,965,646
1237,001238.jpg,/data/meteorite-identification/train_images/001238.jpg,1,keep,,1080,1440
1238,001239.jpg,/data/meteorite-identification/train_images/001239.jpg,0,keep,,1024,680
1239,001240.jpg,/data/meteorite-identification/train_images/001240.jpg,1,keep,,1080,1440
1240,001241.jpg,/data/meteorite-identification/train_images/001241.jpg,0,keep,,1024,680
1241,001242.jpg,/data/meteorite-identification/train_images/001242.jpg,0,keep,,250,250
1242,001243.jpg,/data/meteorite-identification/train_images/001243.jpg,1,keep,,1200,852
1243,001244.jpg,/data/meteorite-identification/train_images/001244.jpg,1,keep,,796,597
1244,001245.jpg,/data/meteorite-identification/train_images/001245.jpg,0,keep,,1024,680
1245,001246.jpg,/data/meteorite-identification/train_images/001246.jpg,0,keep,,1920,1272
1246,001247.jpg,/data/meteorite-identification/train_images/001247.jpg,0,keep,,1024,768
1247,001248.jpg,/data/meteorite-identification/train_images/001248.jpg,0,keep,,1440,1920
1248,001249.jpg,/data/meteorite-identification/train_images/001249.jpg,0,keep,,1024,768
1249,001250.jpg,/data/meteorite-identification/train_images/001250.jpg,1,keep,,800,800
1250,001251.jpg,/data/meteorite-identification/train_images/001251.jpg,0,keep,,164,141
1251,001252.jpg,/data/meteorite-identification/train_images/001252.jpg,1,keep,,1440,1080
1252,001253.jpg,/data/meteorite-identification/train_images/001253.jpg,0,keep,,1024,768
1253,001254.jpg,/data/meteorite-identification/train_images/001254.jpg,0,keep,,1920,1272
1254,001255.jpg,/data/meteorite-identification/train_images/001255.jpg,1,keep,,558,480
1255,001256.jpg,/data/meteorite-identification/train_images/001256.jpg,1,keep,,650,548
1256,001257.jpg,/data/meteorite-identification/train_images/001257.jpg,0,keep,,1024,768
1257,001258.jpg,/data/meteorite-identification/train_images/001258.jpg,0,keep,,467,424
1258,001259.jpg,/data/meteorite-identification/train_images/001259.jpg,1,keep,,1080,1440
1259,001260.jpg,/data/meteorite-identification/train_images/001260.jpg,1,keep,,1440,1080
1260,001261.jpg,/data/meteorite-identification/train_images/001261.jpg,0,keep,,1920,1272
1261,001262.jpg,/data/meteorite-identification/train_images/001262.jpg,0,keep,,296,180
1262,001263.jpg,/data/meteorite-identification/train_images/001263.jpg,0,keep,,1000,667
1263,001264.jpg,/data/meteorite-identification/train_images/001264.jpg,1,keep,,3264,2448
1264,001265.jpg,/data/meteorite-identification/train_images/001265.jpg,0,keep,,1920,1272
1265,001266.jpg,/data/meteorite-identification/train_images/001266.jpg,1,keep,,500,380
1266,001267.jpg,/data/meteorite-identification/train_images/001267.jpg,1,keep,,640,480
1267,001268.jpg,/data/meteorite-identification/train_images/001268.jpg,0,keep,,1920,1440
1268,001269.jpg,/data/meteorite-identification/train_images/001269.jpg,0,keep,,1920,1272
1269,001270.jpg,/data/meteorite-identification/train_images/001270.jpg,1,keep,,782,621
1270,001271.jpg,/data/meteorite-identification/train_images/001271.jpg,1,keep,,1336,1072
1271,001272.jpg,/data/meteorite-identification/train_images/001272.jpg,0,keep,,336,198
1272,001273.jpg,/data/meteorite-identification/train_images/001273.jpg,1,keep,,800,430
1273,001274.jpg,/data/meteorite-identification/train_images/001274.jpg,1,drop,too_large(>4096),4896,3672
1274,001275.jpg,/data/meteorite-identification/train_images/001275.jpg,1,keep,,1080,1440
1275,001276.jpg,/data/meteorite-identification/train_images/001276.jpg,0,keep,,1064,693
1276,001277.jpg,/data/meteorite-identification/train_images/001277.jpg,1,keep,,455,500
1277,001278.jpg,/data/meteorite-identification/train_images/001278.jpg,0,keep,,1024,680
1278,001279.jpg,/data/meteorite-identification/train_images/001279.jpg,1,keep,,640,480
1279,001280.jpg,/data/meteorite-identification/train_images/001280.jpg,1,keep,,1080,1440
1280,001281.jpg,/data/meteorite-identification/train_images/001281.jpg,0,keep,,1920,1440
1281,001282.jpg,/data/meteorite-identification/train_images/001282.jpg,0,keep,,1024,680
1282,001283.jpg,/data/meteorite-identification/train_images/001283.jpg,0,keep,,474,632
1283,001284.jpg,/data/meteorite-identification/train_images/001284.jpg,1,keep,,640,480
1284,001285.jpg,/data/meteorite-identification/train_images/001285.jpg,1,keep,,400,299
1285,001286.jpg,/data/meteorite-identification/train_images/001286.jpg,1,keep,,800,800
1286,001287.jpg,/data/meteorite-identification/train_images/001287.jpg,1,keep,,1080,1440
1287,001288.jpg,/data/meteorite-identification/train_images/001288.jpg,1,keep,,800,643
1288,001289.jpg,/data/meteorite-identification/train_images/001289.jpg,0,keep,,1024,680
1289,001290.jpg,/data/meteorite-identification/train_images/001290.jpg,0,keep,,612,408
1290,001291.jpg,/data/meteorite-identification/train_images/001291.jpg,1,keep,,800,800
1291,001292.jpg,/data/meteorite-identification/train_images/001292.jpg,1,keep,,1080,1440
1292,001293.jpg,/data/meteorite-identification/train_images/001293.jpg,0,keep,,612,386
1293,001294.jpg,/data/meteorite-identification/train_images/001294.jpg,1,keep,,800,533
1294,001295.jpg,/data/meteorite-identification/train_images/001295.jpg,1,keep,,600,376
1295,001296.jpg,/data/meteorite-identification/train_images/001296.jpg,0,keep,,800,533
1296,001297.jpg,/data/meteorite-identification/train_images/001297.jpg,1,keep,,1080,1440
1297,001298.jpg,/data/meteorite-identification/train_images/001298.jpg,0,keep,,1024,680
1298,001299.jpg,/data/meteorite-identification/train_images/001299.jpg,0,keep,,960,648
1299,001300.jpg,/data/meteorite-identification/train_images/001300.jpg,1,keep,,500,375
1300,001301.jpg,/data/meteorite-identification/train_images/001301.jpg,0,keep,,1024,680
1301,001302.jpg,/data/meteorite-identification/train_images/001302.jpg,0,keep,,690,517
1302,001303.jpg,/data/meteorite-identification/train_images/001303.jpg,0,keep,,1920,1272
1303,001304.jpg,/data/meteorite-identification/train_images/001304.jpg,1,keep,,800,800
1304,001305.jpg,/data/meteorite-identification/train_images/001305.jpg,0,keep,,1920,1440
1305,001306.jpg,/data/meteorite-identification/train_images/001306.jpg,1,keep,,1200,872
1306,001307.jpg,/data/meteorite-identification/train_images/001307.jpg,1,keep,,600,547
1307,001308.jpg,/data/meteorite-identification/train_images/001308.jpg,0,keep,,1920,1272
1308,001309.jpg,/data/meteorite-identification/train_images/001309.jpg,1,keep,,1080,1440
1309,001310.jpg,/data/meteorite-identification/train_images/001310.jpg,0,keep,,1024,680
1310,001311.jpg,/data/meteorite-identification/train_images/001311.jpg,1,keep,,640,427
1311,001312.jpg,/data/meteorite-identification/train_images/001312.jpg,1,keep,,1440,1080
1312,001313.jpg,/data/meteorite-identification/train_images/001313.jpg,1,keep,,800,579
1313,001314.jpg,/data/meteorite-identification/train_images/001314.jpg,1,keep,,765,530
1314,001315.jpg,/data/meteorite-identification/train_images/001315.jpg,1,keep,,500,441
1315,001316.jpg,/data/meteorite-identification/train_images/001316.jpg,1,keep,,400,300
1316,001317.jpg,/data/meteorite-identification/train_images/001317.jpg,1,keep,,1080,1440
1317,001318.jpeg,/data/meteorite-identification/train_images/001318.jpeg,0,keep,,311,280
1318,001319.jpg,/data/meteorite-identification/train_images/001319.jpg,0,keep,,258,237
1319,001320.jpg,/data/meteorite-identification/train_images/001320.jpg,1,drop,too_large(>4096),4896,3672
1320,001321.jpg,/data/meteorite-identification/train_images/001321.jpg,0,keep,,720,548
1321,001322.jpg,/data/meteorite-identification/train_images/001322.jpg,0,keep,,1024,768
1322,001323.jpg,/data/meteorite-identification/train_images/001323.jpg,1,keep,,600,600
1323,001324.jpg,/data/meteorite-identification/train_images/001324.jpg,0,keep,,1920,1272
1324,001325.jpg,/data/meteorite-identification/train_images/001325.jpg,1,keep,,1080,1920
1325,001326.jpg,/data/meteorite-identification/train_images/001326.jpg,1,keep,,640,427
1326,001327.jpg,/data/meteorite-identification/train_images/001327.jpg,0,keep,,1024,768
1327,001328.jpg,/data/meteorite-identification/train_images/001328.jpg,1,keep,,3072,2304
1328,001329.jpg,/data/meteorite-identification/train_images/001329.jpg,0,keep,,310,185
1329,001330.jpg,/data/meteorite-identification/train_images/001330.jpg,1,keep,,365,275
1330,001331.jpg,/data/meteorite-identification/train_images/001331.jpg,1,keep,,800,600
1331,001332.jpg,/data/meteorite-identification/train_images/001332.jpg,0,keep,,1024,680
1332,001333.jpg,/data/meteorite-identification/train_images/001333.jpg,0,keep,,1920,1440
1333,001334.jpg,/data/meteorite-identification/train_images/001334.jpg,1,keep,,400,300
1334,001335.jpg,/data/meteorite-identification/train_images/001335.jpg,0,keep,,1024,768
1335,001336.jpg,/data/meteorite-identification/train_images/001336.jpg,0,keep,,612,408
1336,001337.jpg,/data/meteorite-identification/train_images/001337.jpg,0,keep,,663,461
1337,001338.jpg,/data/meteorite-identification/train_images/001338.jpg,1,keep,,669,489
1338,001339.jpg,/data/meteorite-identification/train_images/001339.jpg,0,keep,,225,225
1339,001340.jpg,/data/meteorite-identification/train_images/001340.jpg,1,keep,,1080,1440
1340,001341.jpg,/data/meteorite-identification/train_images/001341.jpg,1,keep,,365,275
1341,001342.jpg,/data/meteorite-identification/train_images/001342.jpg,0,keep,,301,233
1342,001343.jpg,/data/meteorite-identification/train_images/001343.jpg,1,keep,,1080,1440
1343,001344.jpg,/data/meteorite-identification/train_images/001344.jpg,1,keep,,800,600
1344,001345.jpg,/data/meteorite-identification/train_images/001345.jpg,0,keep,,474,370
1345,001346.jpg,/data/meteorite-identification/train_images/001346.jpg,0,keep,,1080,1080
1346,001347.jpg,/data/meteorite-identification/train_images/001347.jpg,1,keep,,778,584
1347,001348.jpg,/data/meteorite-identification/train_images/001348.jpg,1,keep,,768,576
1348,001349.jpg,/data/meteorite-identification/train_images/001349.jpg,1,keep,,352,254
1349,001350.jpg,/data/meteorite-identification/train_images/001350.jpg,1,keep,,2400,1800
1350,001351.jpg,/data/meteorite-identification/train_images/001351.jpg,1,keep,,800,365
1351,001352.jpg,/data/meteorite-identification/train_images/001352.jpg,0,keep,,308,164
1352,001353.jpg,/data/meteorite-identification/train_images/001353.jpg,0,keep,,1920,1280
1353,001354.jpg,/data/meteorite-identification/train_images/001354.jpg,0,keep,,643,750
1354,001355.jpg,/data/meteorite-identification/train_images/001355.jpg,1,keep,,800,800
1355,001356.jpg,/data/meteorite-identification/train_images/001356.jpg,0,keep,,700,365
1356,001357.jpg,/data/meteorite-identification/train_images/001357.jpg,0,keep,,1920,1272
1357,001358.jpg,/data/meteorite-identification/train_images/001358.jpg,0,keep,,1920,1272
1358,001359.jpg,/data/meteorite-identification/train_images/001359.jpg,0,keep,,251,164
1359,001360.jpg,/data/meteorite-identification/train_images/001360.jpg,1,keep,,640,399
1360,001361.jpg,/data/meteorite-identification/train_images/001361.jpg,1,keep,,1080,1440
1361,001362.jpg,/data/meteorite-identification/train_images/001362.jpg,1,keep,,640,480
1362,001363.jpg,/data/meteorite-identification/train_images/001363.jpg,1,keep,,600,450
1363,001364.jpg,/data/meteorite-identification/train_images/001364.jpg,1,keep,,1080,1440
1364,001365.jpg,/data/meteorite-identification/train_images/001365.jpg,0,keep,,1920,1272
1365,001366.jpg,/data/meteorite-identification/train_images/001366.jpg,1,keep,,800,800
1366,001367.jpg,/data/meteorite-identification/train_images/001367.jpg,1,keep,,448,340
1367,001368.jpg,/data/meteorite-identification/train_images/001368.jpg,0,keep,,1920,1272
1368,001369.jpg,/data/meteorite-identification/train_images/001369.jpg,1,keep,,900,615
1369,001370.jpg,/data/meteorite-identification/train_images/001370.jpg,1,keep,,800,800
1370,001371.jpg,/data/meteorite-identification/train_images/001371.jpg,1,keep,,800,800
1371,001372.jpg,/data/meteorite-identification/train_images/001372.jpg,0,keep,,261,178
1372,001373.jpg,/data/meteorite-identification/train_images/001373.jpg,1,keep,,1080,1440
1373,001374.jpg,/data/meteorite-identification/train_images/001374.jpg,1,keep,,2400,1800
1374,001375.jpg,/data/meteorite-identification/train_images/001375.jpg,0,keep,,1024,680
1375,001376.jpg,/data/meteorite-identification/train_images/001376.jpg,1,keep,,600,338
1376,001377.jpg,/data/meteorite-identification/train_images/001377.jpg,1,keep,,800,800
1377,001378.jpg,/data/meteorite-identification/train_images/001378.jpg,1,keep,,1080,1440
1378,001379.jpg,/data/meteorite-identification/train_images/001379.jpg,1,keep,,800,800
1379,001380.jpg,/data/meteorite-identification/train_images/001380.jpg,1,keep,,800,602
1380,001381.jpg,/data/meteorite-identification/train_images/001381.jpg,0,keep,,208,195
1381,001382.jpg,/data/meteorite-identification/train_images/001382.jpg,1,keep,,1080,1440
1382,001383.jpg,/data/meteorite-identification/train_images/001383.jpg,0,keep,,2772,2844
1383,001384.jpg,/data/meteorite-identification/train_images/001384.jpg,1,keep,,1080,1440
1384,001385.jpg,/data/meteorite-identification/train_images/001385.jpg,0,keep,,640,480
1385,001386.jpg,/data/meteorite-identification/train_images/001386.jpg,0,keep,,1920,1280
1386,001387.jpg,/data/meteorite-identification/train_images/001387.jpg,0,keep,,1024,680
1387,001388.jpg,/data/meteorite-identification/train_images/001388.jpg,1,keep,,500,372
1388,001389.jpg,/data/meteorite-identification/train_images/001389.jpg,1,keep,,800,567
1389,001390.jpg,/data/meteorite-identification/train_images/001390.jpg,0,keep,,1920,1272
1390,001391.jpg,/data/meteorite-identification/train_images/001391.jpg,1,keep,,1080,1440
1391,001392.jpg,/data/meteorite-identification/train_images/001392.jpg,0,keep,,1024,680
1392,001393.jpg,/data/meteorite-identification/train_images/001393.jpg,0,keep,,1920,1272
1393,001394.jpg,/data/meteorite-identification/train_images/001394.jpg,0,keep,,1024,680
1394,001395.jpg,/data/meteorite-identification/train_images/001395.jpg,1,keep,,422,450
1395,001396.jpg,/data/meteorite-identification/train_images/001396.jpg,1,keep,,800,600
1396,001397.jpg,/data/meteorite-identification/train_images/001397.jpg,0,keep,,1024,680
1397,001398.jpg,/data/meteorite-identification/train_images/001398.jpg,0,keep,,800,533
1398,001399.jpg,/data/meteorite-identification/train_images/001399.jpg,1,keep,,800,505
1399,001400.jpg,/data/meteorite-identification/train_images/001400.jpg,1,keep,,800,600
1400,001401.jpg,/data/meteorite-identification/train_images/001401.jpg,0,keep,,1920,1272
1401,001402.jpg,/data/meteorite-identification/train_images/001402.jpg,0,keep,,1024,680
1402,001403.jpg,/data/meteorite-identification/train_images/001403.jpg,1,keep,,1080,1440
1403,001404.jpg,/data/meteorite-identification/train_images/001404.jpg,1,keep,,800,800
1404,001405.jpg,/data/meteorite-identification/train_images/001405.jpg,1,keep,,642,586
1405,001406.jpg,/data/meteorite-identification/train_images/001406.jpg,1,keep,,800,800
1406,001407.jpg,/data/meteorite-identification/train_images/001407.jpg,0,keep,,1920,1272
1407,001408.jpg,/data/meteorite-identification/train_images/001408.jpg,1,keep,,3264,2448
1408,001409.jpg,/data/meteorite-identification/train_images/001409.jpg,1,keep,,504,392
1409,001410.jpg,/data/meteorite-identification/train_images/001410.jpg,1,keep,,800,600
1410,001411.jpg,/data/meteorite-identification/train_images/001411.jpg,1,keep,,1080,1920
1411,001412.jpg,/data/meteorite-identification/train_images/001412.jpg,0,keep,,1920,1272
1412,001413.jpg,/data/meteorite-identification/train_images/001413.jpg,1,keep,,640,480
1413,001414.jpg,/data/meteorite-identification/train_images/001414.jpg,1,keep,,480,360
1414,001415.jpg,/data/meteorite-identification/train_images/001415.jpg,1,keep,,400,326
1415,001416.jpg,/data/meteorite-identification/train_images/001416.jpg,1,keep,,800,651
1416,001417.jpg,/data/meteorite-identification/train_images/001417.jpg,1,keep,,1200,1200
1417,001418.jpg,/data/meteorite-identification/train_images/001418.jpg,0,keep,,612,408
1418,001419.jpg,/data/meteorite-identification/train_images/001419.jpg,1,drop,too_large(>4096),4896,3672
1419,001420.jpg,/data/meteorite-identification/train_images/001420.jpg,1,keep,,450,372
1420,001421.jpg,/data/meteorite-identification/train_images/001421.jpg,0,keep,,474,577
1421,001422.jpg,/data/meteorite-identification/train_images/001422.jpg,1,keep,,800,800
1422,001423.jpg,/data/meteorite-identification/train_images/001423.jpg,1,keep,,800,598
1423,001424.jpg,/data/meteorite-identification/train_images/001424.jpg,0,keep,,474,474
1424,001425.jpg,/data/meteorite-identification/train_images/001425.jpg,1,keep,,1080,1440
1425,001426.jpg,/data/meteorite-identification/train_images/001426.jpg,0,keep,,1920,1280
1426,001427.jpg,/data/meteorite-identification/train_images/001427.jpg,0,keep,,251,251
1427,001428.jpg,/data/meteorite-identification/train_images/001428.jpg,0,keep,,1024,680
1428,001429.jpg,/data/meteorite-identification/train_images/001429.jpg,0,keep,,252,279
